ID,index,Category,State,Region,Date,Farm,Rep,Depth,GPS,% Sand,% Silt,% Clay,Texture,pET (mm/yr),precip (in/yr),1:1 Soil pH,Organic Matter LOI %,Bulk density (g/cm3),1:1 S Salts mmho/cm,Nitrate-N ppm N,Potassium ppm K,Sulfate-S ppm S,Calcium ppm Ca,Magnesium ppm Mg,Sodium ppm Na,CEC/Sum of Cations me/100g,%H Sat,%K Sat,%Ca Sat,%Mg Sat,%Na Sat,Mehlich P-III ppm P,2020_1:1 Soil pH,2020_1:1 S Salts mmho/cm,2020_Organic Matter LOI %,2020_Nitrate-N ppm N,2020_Potassium ppm K,2020_Sulfate-S ppm S,2020_Zinc ppm Zn,2020_Iron ppm Fe,2020_Manganese ppm Mn,2020_Copper ppm Cu,2020_Calcium ppm Ca,2020_Magnesium ppm Mg,2020_Sodium ppm Na,2020_CEC/Sum of Cations me/100g,2020_%H Sat,2020_%K Sat,2020_%Ca Sat,2020_%Mg Sat,2020_%Na Sat,2020_Mehlich P-III ppm P,2020_% Sand,2020_% Silt,2020_% Clay,2020_Texture,POXC (mg/kg soil),NAG (nmol/hr/g soil),BG (nmol/hr/g soil),C-min (ugCO2-C/g_soil/day),Total Biomass,Diversity Index,Bacteria %,Total Bacteria Biomass,Actinomycetes %,Actinomycetes Biomass,Gram (-) %,Gram (-) Biomass,Rhizobia %,Rhizobia Biomass,Total Fungi %,Total Fungi Biomass,Arbusular Mycorrhizal %,Arbuscular Mycorrhizal Biomass,Saprophytic %,Saprophytes Biomass,Protozoan %,Protozoa Biomass,Gram (+) Biomass,Gram (+) %,Undifferentiated %,Undifferentiated Biomass,Fungi:Bacteria,Predator:Prey,Gram(+):Gram(-),Sat:Unsat,Mono:Poly,Pre 16:1w7c:cy17:0,Pre 18:1w7c:cy19:0,2020_POXC (mg/kg soil),2020_NAG (nmol/hr/g soil),2020_BG (nmol/hr/g soil),2020_C-min (ugCO2-C/g_soil/day),2020_Bulk density (g/cm3),2020_Total Biomass,2020_Diversity Index,2020_Bacteria %,2020_Total Bacteria Biomass,2020_Actinomycetes %,2020_Actinomycetes Biomass,2020_Gram (-) %,2020_Gram (-) Biomass,2020_Rhizobia %,2020_Rhizobia Biomass,2020_Total Fungi %,2020_Total Fungi Biomass,2020_Arbusular Mycorrhizal %,2020_Arbuscular Mycorrhizal Biomass,2020_Saprophytic %,2020_Saprophytes Biomass,2020_Protozoan %,2020_Protozoa Biomass,2020_Gram (+) Biomass,2020_Gram (+) %,2020_Undifferentiated %,2020_Undifferentiated Biomass,2020_Fungi:Bacteria,2020_Predator:Prey,2020_Gram(+):Gram(-),2020_Sat:Unsat,2020_Mono:Poly,2020_Pre 16:1w7c:cy17:0,2020_Pre 18:1w7c:cy19:0,WetAgg_MWD (mm),2020_WetAgg_MWD (mm),DryAgg_MWD (mm),2022_DryAgg_MWD (mm),2020_DryAgg_MWD (mm),DryAgg_WEF (%),2022_DryAgg_WEF (%),2020_DryAgg_WEF (%),2022_PenRes_Adjusted PR_Mpa,Historical_Cover crops,Historical_Interseeding,Historical_Living mulch,Historical_Increase crop rotation diversity,Historical_Heritage varieties,Historical_Perennial cool season pasture,Historical_No till / strip till,Historical_Integrate livestock,Historical_Amendments,Historical_Reduce chem,FARMS_Cover crops,FARMS_Interseeding,FARMS_Living mulch,FARMS_Planting green,FARMS_Pasture cropping,FARMS_Relay cropping,FARMS_Increase crop rotation diversity,FARMS_Conserv. crop rot. (opportunistic cropping),FARMS_Heritage varieties,FARMS_Pollinator mix permanent,FARMS_Pollinator mix nonpermanent,FARMS_Integrate garden/produce in covers,FARMS_Perennial cool season pasture,FARMS_No till / strip till,FARMS_Annual forages,FARMS_Bale grazing,FARMS_Integrate livestock,FARMS_Management intensive grazing,FARMS_Amendments,FARMS_Reduce chem,FARMS_Roller crimper,FARMS_Additional testing,FARMS_SETs,conservation_tillage_passes,conventional_tillage_passes,chem_passes_per_year,2020_soil_cover_months,start_year_soil_cover,2019_soil_cover_months,2018_soil_cover_months,2020_living_root_months,start_year_living_roots,2019_living_root_months,2018_living_root_months,categories_of_crops,number_of_crops_in_rotation,amendments,what_amendments,use_neonics,integrate_livestock,residue_remaining,stock_density,grazing_species,5yr_cropping_history,totalfieldacres
LTP29,50,Long-term Practitioner,KS,E,8/15/23,Dryden,3,5 to 15cm,39.46864; -99.45561,39,38,23,Loam,1314.6084,23.598427,6.3,2.4,1.265,0.15,9.4,236,6.8,1144,132,7,10.3,27,6,56,11,0,26,6.7,0.15,2.5,5.2,410,7.4,0.38,12.1,18.1,0.73,1942,178,18,12.3,0,9,78,12,1,11,32,49,19,Loam,273.2412379,47.19875369,121.7923102,48.91,1488.26,1.386,46.91,698.19,15.47,230.23,10.55,156.98,0,0,6.88,102.44,2.06,30.62,4.83,71.82,0,0,541.21,36.37,46.2,687.62,0.1467,0,3.4476,3.2159,10.2413,2.059,0.5156,376.2035885,25.9596,90.3144,39.14357082,1.36,1141.99,1.205,71.23,813.48,13.58,155.07,24.21,276.46,0,0,2.91,33.2,0,0,2.91,33.2,0.7,8.03,537.02,47.02,25.16,287.28,0.0408,0.0099,1.9425,2.852,44.6486,0,74.3679,,,,,,,,,0.372911933,1,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,12,2018,12,9,11,2020,9,6,Warm season grass;Cool season grass;Sun hemp; Warm season broadleaf;winter peas; Cool season broadleaf;common vetch;Cool season broadleaf,0.3,Yes; on the whole field,Grazed 30 head cattle late summer,No,Yes,11-49%,High,1,Yes,31
LTP29,51,Long-term Practitioner,KS,E,8/15/23,Dryden,4,5 to 15cm,39.46743; -99.4555,57,23,20,Sandy Clay Loam,1314.6084,23.598427,6.2,1.5,1.735,0.14,11.8,167,4.2,1041,134,8,8.1,16,5,64,14,0,10,6.3,0.09,1.8,4.4,257,7.8,0.67,23.3,15.8,0.65,1164,131,29,9.7,21,7,60,11,1,11,64,25,11,Sandy Loam,194.0281842,56.8344519,98.07566085,26.38,971.67,1.4,42.17,409.72,12.08,117.38,9.29,90.25,0,0,7.49,72.82,2.28,22.18,5.21,50.63,0,0,319.47,32.88,50.34,489.13,0.1777,0,3.5398,3.8278,15.274,1.7676,0.3998,254.4771043,33.7426,33.3677,28.25061143,1.495,853.48,1.208,67.33,574.62,15.01,128.11,21.04,179.57,0,0,3.86,32.96,0,0,3.86,32.96,0,0,395.05,46.29,28.81,245.89,0.0574,0,2.1999,3.2761,39.831,0,1000,,,,,,,,,0.430283713,1,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,12,2018,12,9,11,2020,9,6,Warm season grass;Cool season grass;Sun hemp; Warm season broadleaf;winter peas; Cool season broadleaf;common vetch;Cool season broadleaf,0.3,Yes; on the whole field,Grazed 30 head cattle late summer,No,Yes,11-49%,High,1,Yes,31
LTP32,222,Long-term Practitioner,KS,E,8/15/23,Wiltse,1,0 to 5cm,38.39248; -99.11231,21,45,34,Clay Loam,1399.2681,24.03792,5.9,3.5,1.13,0.17,24.7,385,9.2,2410,430,22,21.9,24,5,55,16,0,38,6.2,0.48,3.4,26.1,611,11.4,0.74,32.1,26.5,1.2,2619,472,50,22.8,18,7,57,17,1,47,21,45,34,Clay Loam,472.8450339,72.22092802,239.8200221,31.6,2825.08,1.468,48.3,1364.45,11,310.86,15.3,432.27,0,0,14.39,406.66,2.78,78.45,11.62,328.21,0,0,932.18,33,37.31,1053.96,0.298,0,2.1565,1.9504,47.3032,1.6686,0.8924,695.5080321,40.7818,110.6222,16.04204929,0.865,4954.45,1.297,31.45,1558.14,5.5,272.28,10.23,507.01,0,0,3.49,173.07,0.9,44.59,2.59,128.48,0,0,1051.13,21.22,65.06,3223.23,0.1111,0,2.0732,4.6005,22.5352,1000,38.9575,1.527752796,3.65,4.7,4.1,4.091442623,29.5,34,22.95081967,0.537636513,1,0,0,1,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,1,1,0,0,4,12,1997,12,12,9,2018,8,9,Warm season grass;Cool season grass,0.6,Yes; on the whole field,grazing livestock,Yes,Yes,50% or more,High,1,2016: Wheat; wheat 2017: wheat; cover crop; 2018: full season cover crop; triticale 2019: triticale; cover crop; winter barley 2020: winter barley; cover crop; Kernza,18.18
LTP32,223,Long-term Practitioner,KS,E,8/15/23,Wiltse,2,0 to 5cm,38.39286; -99.1109,21,47,32,Clay Loam,1399.2681,24.03792,5.7,3.1,1.475,0.16,31.4,326,9.4,2537,493,31,22.2,20,4,56,19,1,47,6.2,0.2,3.3,10.8,461,9.2,0.79,34.8,31.5,1.2,2837,642,17,24.3,14,5,58,22,0,20,22,42,36,Clay Loam,432.3361634,93.72214164,264.9120302,37.6,632.37,1.456,49.65,313.98,12.13,76.72,14.62,92.48,0,0,13.41,84.8,2.52,15.95,10.89,68.85,0,0,221.5,35.03,36.94,233.59,0.2701,0,2.3952,2.1925,15.374,1.7215,0.8081,609.3471602,23.037,107.5993,23.07336019,1.04,2811.67,1.355,28.74,808.04,5.5,154.51,8.15,229.15,0,0,4.59,129.15,1.29,36.19,3.31,92.96,0,0,578.89,20.59,66.67,1874.49,0.1598,0,2.5263,4.3093,7.8638,1000,19.6104,2.45933135,2.76,6,7.1,4.115435897,21.2,23,24.1025641,0.620552342,1,0,0,1,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,1,1,0,0,4,12,1997,12,12,9,2018,8,9,Warm season grass;Cool season grass,0.6,Yes; on the whole field,grazing livestock,Yes,Yes,50% or more,High,1,2016: Wheat; wheat 2017: wheat; cover crop; 2018: full season cover crop; triticale 2019: triticale; cover crop; winter barley 2020: winter barley; cover crop; Kernza,18.18
LTP32,224,Long-term Practitioner,KS,E,8/15/23,Wiltse,3,0 to 5cm,38.39236; -99.1092,22,46,32,Clay Loam,1399.2681,24.03792,5.6,3.6,1.18,0.11,16,370,9.8,1960,401,18,21.8,35,4,45,15,0,50,7.2,0.23,3.1,7.1,361,9,0.43,22.8,17.2,0.89,3031,484,19,20.2,0,5,75,20,0,21,21,47,32,Clay Loam,526.0630899,57.35934172,163.1996167,106.43,1616.78,1.478,45.76,739.91,11.07,179.01,14.48,234.17,0,0,13.79,222.91,2.78,44.88,11.01,178.03,0,0,505.74,31.28,40.45,653.96,0.3013,0,2.1597,2.0804,0,1.6666,0.6696,678.882342,58.8989,170.9311,32.53511564,0.86,4357.27,1.373,33.39,1455.05,5.8,252.64,12.95,564.09,0,0,5.38,234.35,1.44,62.6,3.94,171.74,0,0,890.96,20.45,61.23,2667.88,0.1611,0,1.5795,1.7576,15.8423,1000,46.211,1.263803539,3.49,4.3,4.7,3.206705653,27.3,24,37.03703704,0.602975605,1,0,0,1,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,1,1,0,0,4,12,1997,12,12,9,2018,8,9,Warm season grass;Cool season grass,0.6,Yes; on the whole field,grazing livestock,Yes,Yes,50% or more,High,1,2016: Wheat; wheat 2017: wheat; cover crop; 2018: full season cover crop; triticale 2019: triticale; cover crop; winter barley 2020: winter barley; cover crop; Kernza,18.18
LTP32,225,Long-term Practitioner,KS,E,8/15/23,Wiltse,4,0 to 5cm,38.39283; -99.10741,22,42,36,Clay Loam,1399.2681,24.03792,5.4,3.3,1.18,0.26,36.6,350,10.8,2072,478,13,22.4,32,4,46,18,0,50,6.2,0.2,3.3,10.8,461,9.2,0.79,34.8,31.5,1.2,2837,642,17,24.3,14,5,58,22,0,20,22,42,36,Clay Loam,428.5811046,84.10970635,259.7528226,83.41,1976.84,1.453,44.93,888.28,10.39,205.49,14.22,281.02,0,0,13.61,268.97,1.95,38.53,11.66,230.44,0,0,607.25,30.72,41.46,819.59,0.3028,0,2.1609,2.0093,31.0395,1.566,0.8506,609.3471602,23.037,107.5993,23.07336019,1.04,2811.67,1.355,28.74,808.04,5.5,154.51,8.15,229.15,0,0,4.59,129.15,1.29,36.19,3.31,92.96,0,0,578.89,20.59,66.67,1874.49,0.1598,0,2.5263,4.3093,7.8638,1000,19.6104,1.529684042,2.76,4.8,5.3,4.115435897,27.2,28,24.1025641,0.621781694,1,0,0,1,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,1,1,0,0,4,12,1997,12,12,9,2018,8,9,Warm season grass;Cool season grass,0.6,Yes; on the whole field,grazing livestock,Yes,Yes,50% or more,High,1,2016: Wheat; wheat 2017: wheat; cover crop; 2018: full season cover crop; triticale 2019: triticale; cover crop; winter barley 2020: winter barley; cover crop; Kernza,18.18
LTP32,226,Long-term Practitioner,KS,E,8/15/23,Wiltse,1,5 to 15cm,38.39248; -99.11231,21,45,34,Clay Loam,1399.2681,24.03792,5.9,3.5,1.32,0.17,24.7,385,9.2,2410,430,22,21.9,24,5,55,16,0,38,6.2,0.48,3.4,26.1,611,11.4,0.74,32.1,26.5,1.2,2619,472,50,22.8,18,7,57,17,1,47,21,45,34,Clay Loam,264.8623646,48.68724607,156.7711668,62.23,1701.22,1.47,48.6,826.74,14.71,250.25,11.61,197.5,0,0,9.18,156.19,2.91,49.49,6.27,106.7,0.56,9.51,629.24,36.99,41.66,708.78,0.1889,0.0115,3.1861,2.409,16.4263,1.9765,0.558,498.7225962,18.0838,68.5039,5.649078414,1.41,3801.9,1.293,18.34,697.27,4.08,155.12,5.33,202.77,0,0,1.62,61.53,0.56,21.43,1.05,40.09,0,0,494.5,13.01,80.04,3043.1,0.0882,0,2.4388,5.0209,52.6534,1000,1000,,,,,,,,,0.641971233,1,0,0,1,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,1,1,0,0,4,12,1997,12,12,9,2018,8,9,Warm season grass;Cool season grass,0.6,Yes; on the whole field,grazing livestock,Yes,Yes,50% or more,High,1,2016: Wheat; wheat 2017: wheat; cover crop; 2018: full season cover crop; triticale 2019: triticale; cover crop; winter barley 2020: winter barley; cover crop; Kernza,18.18
LTP32,227,Long-term Practitioner,KS,E,8/15/23,Wiltse,2,5 to 15cm,38.39286; -99.1109,21,47,32,Clay Loam,1399.2681,24.03792,5.7,3.1,1.415,0.16,31.4,326,9.4,2537,493,31,22.2,20,4,56,19,1,47,6.2,0.2,3.3,10.8,461,9.2,0.79,34.8,31.5,1.2,2837,642,17,24.3,14,5,58,22,0,20,22,42,36,Clay Loam,152.906742,47.36686186,141.1691697,65.35,1353.03,1.429,48.72,659.22,13.82,186.97,13.22,178.86,0,0,8.86,119.9,2.61,35.27,6.26,84.64,0,0,480.36,35.5,42.42,573.91,0.1819,0,2.6857,2.2997,19.815,2.1053,0.723,413.0603367,21.4152,38.3311,4.319743443,1.39,1765.75,1.331,65.17,1150.65,16.45,290.48,14.59,257.57,0,0,8.34,147.24,5.57,98.27,2.77,48.97,0,0,893.08,50.58,26.5,467.86,0.128,0,3.4673,4.3164,78.372,1000,53.6758,,,,,,,,,0.823191228,1,0,0,1,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,1,1,0,0,4,12,1997,12,12,9,2018,8,9,Warm season grass;Cool season grass,0.6,Yes; on the whole field,grazing livestock,Yes,Yes,50% or more,High,1,2016: Wheat; wheat 2017: wheat; cover crop; 2018: full season cover crop; triticale 2019: triticale; cover crop; winter barley 2020: winter barley; cover crop; Kernza,18.18
LTP32,228,Long-term Practitioner,KS,E,8/15/23,Wiltse,3,5 to 15cm,38.39236; -99.1092,22,46,32,Clay Loam,1399.2681,24.03792,5.6,3.6,1.48,0.11,16,370,9.8,1960,401,18,21.8,35,4,45,15,0,50,7.2,0.23,3.1,7.1,361,9,0.43,22.8,17.2,0.89,3031,484,19,20.2,0,5,75,20,0,21,21,47,32,Clay Loam,198.5571607,31.69986072,140.9008448,85.12,1394.67,1.415,49.09,684.65,15.17,211.51,12.31,171.71,0,0,8.29,115.55,2.36,32.87,5.93,82.69,0,0,512.94,36.78,42.62,594.47,0.1688,0,2.9872,2.6303,19.9337,1.9147,0.5083,432.9372982,16.2839,41.7024,14.81034031,1.49,3821.94,1.307,13.34,510,2.98,113.82,4.07,155.4,0,0,1.21,46.32,0.51,19.48,0.7,26.84,0,0,354.6,9.28,85.44,3265.63,0.0908,0,2.2819,6.796,50.2523,1000,1000,,,,,,,,,0.670810076,1,0,0,1,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,1,1,0,0,4,12,1997,12,12,9,2018,8,9,Warm season grass;Cool season grass,0.6,Yes; on the whole field,grazing livestock,Yes,Yes,50% or more,High,1,2016: Wheat; wheat 2017: wheat; cover crop; 2018: full season cover crop; triticale 2019: triticale; cover crop; winter barley 2020: winter barley; cover crop; Kernza,18.18
LTP32,229,Long-term Practitioner,KS,E,8/15/23,Wiltse,4,5 to 15cm,38.39283; -99.10741,22,42,36,Clay Loam,1399.2681,24.03792,5.4,3.3,1.475,0.26,36.6,350,10.8,2072,478,13,22.4,32,4,46,18,0,50,6.2,0.2,3.3,10.8,461,9.2,0.79,34.8,31.5,1.2,2837,642,17,24.3,14,5,58,22,0,20,22,42,36,Clay Loam,105.0692515,62.67353336,142.7049811,50.06,1414.57,1.42,52.5,742.6,15.27,215.98,13.22,187,0,0,9.2,130.18,2.96,41.9,6.24,88.28,0,0,555.59,39.28,38.3,541.79,0.1753,0,2.971,2.5552,21.5839,2.0388,0.5793,413.0603367,21.4152,38.3311,4.319743443,1.39,1765.75,1.331,65.17,1150.65,16.45,290.48,14.59,257.57,0,0,8.34,147.24,5.57,98.27,2.77,48.97,0,0,893.08,50.58,26.5,467.86,0.128,0,3.4673,4.3164,78.372,1000,53.6758,,,,,,,,,0.922423112,1,0,0,1,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,1,1,0,0,4,12,1997,12,12,9,2018,8,9,Warm season grass;Cool season grass,0.6,Yes; on the whole field,grazing livestock,Yes,Yes,50% or more,High,1,2016: Wheat; wheat 2017: wheat; cover crop; 2018: full season cover crop; triticale 2019: triticale; cover crop; winter barley 2020: winter barley; cover crop; Kernza,18.18
LTP36,150,Long-term Practitioner,CO,W,8/15/23,Pfaltzgraff,1,0 to 5cm,40.5183697957923; -102.609017221353,48,32,20,Loam,1323.9362,18.055948,6.3,2.1,1.127392103,0.1,9.9,495,6.6,1262,251,7,12.4,22,10,51,17,0,55,6.3,0.11,1.6,4.9,350,5.6,0.44,15.7,21.1,0.57,1217,234,10,10.2,12,9,60,19,0,28,48,32,20,Loam,410.0629678,89.59945408,629.4673823,98.41,1087.73,1.486,41,446.01,8.8,95.67,15.3,166.37,0,0,12.99,141.26,2.85,31,10.14,110.27,0,0,279.64,25.71,46.01,500.46,0.3167,0,1.6808,2.0996,19.7082,2.3152,1.6887,302.236632,33.5718,91.5982,52.03088501,1.06,1784.17,1.214,74.37,1326.81,10.84,193.42,35.12,626.51,0,0,5.23,93.25,0,0,5.23,93.25,0.59,10.59,700.3,39.25,19.81,353.52,0.0703,0.008,1.1178,3.0721,18.6635,0,1000,1.074752944,0.54,2.9,,2.943476298,50.1,,43.11512415,,0,1,1,1,1,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,6,0,7,10,7,0,4,7,Warm season broadleaf;oilseed flax;Cool season broadleaf; legume chickpea; Warm season broadleaf; and broadleaf buckwheat; Warm season broadleaf,1,No,0,No,No,0,0,0,0,95
LTP36,151,Long-term Practitioner,CO,W,8/15/23,Pfaltzgraff,2,0 to 5cm,40.5175124947359; -102.614878099507,57,24,19,Sandy Loam,1323.9362,18.055948,7.8,2.1,1.123530382,0.2,8.2,496,5.5,3508,161,4,20.2,0,6,87,7,0,29,6.5,0.14,2,6.8,479,5.8,0.52,12.9,20.6,0.59,1426,220,8,11.4,11,11,62,16,0,28,48,34,18,Loam,452.483166,41.50079352,706.7001678,58.33,3041.26,1.524,36.48,1109.37,8.07,245.57,16.51,501.99,0,0,14.19,431.7,4.16,126.53,10.03,305.18,0,0,607.38,19.97,49.33,1500.19,0.3891,0,1.21,1.7017,8.165,3.0667,2.727,418.8899294,50.6016,228.345,73.07988936,1.45,1714.55,1.089,71.39,1224,12.77,218.98,16.55,283.8,0,0,3.01,51.58,0,0,3.01,51.58,0,0,940.19,54.84,25.6,438.97,0.0421,0,3.3128,3.8466,87.889,0,1000,0.389822186,1.2,3,,2.874215116,55.6,,43.31395349,,0,1,1,1,1,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,6,0,7,10,7,0,4,7,Warm season broadleaf;oilseed flax;Cool season broadleaf; legume chickpea; Warm season broadleaf; and broadleaf buckwheat; Warm season broadleaf,1,No,0,No,No,0,0,0,0,95
LTP36,152,Long-term Practitioner,CO,W,8/15/23,Pfaltzgraff,3,0 to 5cm,40.5155203678091; -102.612581541857,51,30,19,Loam,1323.9362,18.055948,7.6,2.4,1.131749993,0.09,20.7,495,8.5,3806,260,5,22.5,0,6,84,10,0,34,7.8,0.21,2,4,364,6.6,0.46,4.9,4.2,0.33,4088,160,10,22.7,0,4,90,6,0,13,57,24,19,Sandy Loam,439.7512448,69.66227288,773.1521663,196.06,3519.15,1.528,37.02,1302.68,7.6,267.5,17,598.17,0.32,11.12,13.86,487.72,3.24,114,10.62,373.72,0,0,704.51,20.02,49.12,1728.74,0.3744,0,1.1778,1.7268,24.6235,2.6408,2.4127,322.1166353,15.9517,92.5342,47.14133491,1.28,1342.91,1.342,70.47,946.34,12.42,166.81,36.3,487.45,0,0,10.89,146.31,2.54,34.11,8.35,112.19,0,0,458.89,34.17,18.64,250.27,0.1546,0,0.9414,0.7962,171.882,1000,1000,0.892717409,1.71,1.8,,2.331432432,58.3,,58.10810811,,0,1,1,1,1,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,6,0,7,10,7,0,4,7,Warm season broadleaf;oilseed flax;Cool season broadleaf; legume chickpea; Warm season broadleaf; and broadleaf buckwheat; Warm season broadleaf,1,No,0,No,No,0,0,0,0,95
LTP36,153,Long-term Practitioner,CO,W,8/15/23,Pfaltzgraff,4,0 to 5cm,40.5157793686171; -102.608945304623,48,34,18,Loam,1323.9362,18.055948,6.9,2.4,1.117483256,0.08,13.4,487,6.2,1380,194,5,9.8,0,13,70,17,0,62,6.5,0.14,2,6.8,479,5.8,0.52,12.9,20.6,0.59,1426,220,8,11.4,11,11,62,16,0,28,48,34,18,Loam,653.1398984,119.5349861,812.2917051,72.37,3586.8,1.503,39.43,1414.14,7.31,262.36,18,645.62,0,0,15.76,565.18,4.07,145.9,11.69,419.28,0,0,768.51,21.43,44.82,1607.49,0.3997,0,1.1903,1.5634,30.5294,2.7907,2.6939,418.8899294,50.6016,228.345,73.07988936,1.45,1714.55,1.089,71.39,1224,12.77,218.98,16.55,283.8,0,0,3.01,51.58,0,0,3.01,51.58,0,0,940.19,54.84,25.6,438.97,0.0421,0,3.3128,3.8466,87.889,0,1000,0.446559966,1.2,3,,2.874215116,48,,43.31395349,,0,1,1,1,1,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,6,0,7,10,7,0,4,7,Warm season broadleaf;oilseed flax;Cool season broadleaf; legume chickpea; Warm season broadleaf; and broadleaf buckwheat; Warm season broadleaf,1,No,0,No,No,0,0,0,0,95
LTP36,154,Long-term Practitioner,CO,W,8/15/23,Pfaltzgraff,1,5 to 15cm,40.5183697957923; -102.609017221353,48,32,20,Loam,1323.9362,18.055948,6.3,2.1,1.498655609,0.1,9.9,495,6.6,1262,251,7,12.4,22,10,51,17,0,55,6.3,0.11,1.6,4.9,350,5.6,0.44,15.7,21.1,0.57,1217,234,10,10.2,12,9,60,19,0,28,48,32,20,Loam,113.3173333,15.31382666,138.0208801,13.21,1732.61,1.488,24.53,424.95,7.78,134.83,6.96,120.67,0,0,5.58,96.7,2.07,35.85,3.51,60.85,0,0,304.28,17.56,69.89,1210.95,0.2276,0,2.5216,4.121,5.4103,1.581,0.6983,201.9125714,9.2123,26.1434,22.82457616,1.51,1424.64,1.14,67.7,964.47,8.14,115.99,40.32,574.36,0,0,4.79,68.2,0,0,4.79,68.2,0.56,7.93,390.1,27.38,26.96,384.04,0.0707,0.0082,0.6792,2.8471,62.3896,0,1000,,,,,,,,,,0,1,1,1,1,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,6,0,7,10,7,0,4,7,Warm season broadleaf;oilseed flax;Cool season broadleaf; legume chickpea; Warm season broadleaf; and broadleaf buckwheat; Warm season broadleaf,1,No,0,No,No,0,0,0,0,95
LTP36,155,Long-term Practitioner,CO,W,8/15/23,Pfaltzgraff,2,5 to 15cm,40.5175124947359; -102.614878099507,57,24,19,Sandy Loam,1323.9362,18.055948,7.8,2.1,1.341397497,0.2,8.2,496,5.5,3508,161,4,20.2,0,6,87,7,0,29,6.5,0.14,2,6.8,479,5.8,0.52,12.9,20.6,0.59,1426,220,8,11.4,11,11,62,16,0,28,48,34,18,Loam,168.3880932,11.33317164,88.39110964,-48.43,1525.17,1.522,26.44,403.21,8.68,132.35,8.19,124.86,0,0,6.87,104.84,3.14,47.91,3.73,56.93,0,0,278.34,18.25,66.69,1017.12,0.26,0,2.2292,3.7426,9.0409,2.0195,0.9854,200.1496829,14.4101,69.7172,35.36860896,1.52,997.4,1.163,63.75,635.86,13.79,137.53,18.64,185.87,0,0,2.56,25.52,0,0,2.56,25.52,0,0,449.99,45.12,33.69,336.03,0.0401,0,2.421,2.9646,96.3097,0,1000,,,,,,,,,,0,1,1,1,1,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,6,0,7,10,7,0,4,7,Warm season broadleaf;oilseed flax;Cool season broadleaf; legume chickpea; Warm season broadleaf; and broadleaf buckwheat; Warm season broadleaf,1,No,0,No,No,0,0,0,0,95
LTP36,156,Long-term Practitioner,CO,W,8/15/23,Pfaltzgraff,3,5 to 15cm,40.5155203678091; -102.612581541857,51,30,19,Loam,1323.9362,18.055948,7.6,2.4,1.252074693,0.09,20.7,495,8.5,3806,260,5,22.5,0,6,84,10,0,34,7.8,0.21,2,4,364,6.6,0.46,4.9,4.2,0.33,4088,160,10,22.7,0,4,90,6,0,13,57,24,19,Sandy Loam,224.0287182,13.71645481,109.4284631,60.08,2256.76,1.487,31.01,699.73,9.13,206.04,10.5,236.9,0,0,7.2,162.39,2.15,48.41,5.05,113.98,0,0,462.82,20.51,61.8,1394.65,0.2321,0,1.9536,2.9575,9.428,1.795,1.1704,123.0838577,6.9767,0.9267,43.27105144,1.58,907.09,1.233,52.98,480.6,12.08,109.62,19.58,177.58,0,0,3.36,30.51,0,0,3.36,30.51,0,0,303.03,33.41,43.65,395.98,0.0635,0,1.7064,4.3905,44.1117,0,1000,,,,,,,,,,0,1,1,1,1,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,6,0,7,10,7,0,4,7,Warm season broadleaf;oilseed flax;Cool season broadleaf; legume chickpea; Warm season broadleaf; and broadleaf buckwheat; Warm season broadleaf,1,No,0,No,No,0,0,0,0,95
